caption,facebook_id,link,media_url/0,media_url/1,media_url/2,media_url/3,media_url/4,page_ad_library/id,page_ad_library/is_business_page_active,page_id,page_name,playable_duration_in_ms,post_date,post_id,post_url,share_count,thumbnail,timestamp,top_level_url,total_comment_count,total_reactions/Angry,total_reactions/Care,total_reactions/Haha,total_reactions/Like,total_reactions/Love,total_reactions/Sad,total_reactions/Wow,user,user/__isActor,user/__isEntity,user/__typename,user/answer_agent_group_id,user/delegate_page/id,user/delegate_page/is_business_page_active,user/id,user/is_additional_profile_plus,user/live_video_for_comet_live_ring,user/name,user/profile_picture/height,user/profile_picture/scale,user/profile_picture/uri,user/profile_picture/width,user/profile_url,user/story_bucket/nodes/0/first_story_to_show,user/story_bucket/nodes/0/id,user/story_bucket/nodes/0/should_show_close_friend_badge,user/url,user/work_foreign_entity_info,user/work_info,video_thumbnail,video_url,video_view_count
"মাঝে মাঝে হৃদয় যুদ্ধের জন্য হাহাকার করে ওঠেমনে হয় রক্তই সমাধান, বারুদই অন্তিম তৃপ্তি;আমি তখন স্বপ্নের ভেতর জেহাদ, জেহাদ বলে জেগে উঠি।...মা পাখা ঘোরাতে ঘোরাতে হাসেন,আল্লার সেপাই তিনি, দুঃখীদের রাজা।যেখানে আজান দিতে ভয় পান মোমেনেরা,আর মানুষ করে মানুষের পূজা,সেখানেই আসেন তিনি। খিলজীদের শাদা ঘোড়ার সোয়ারি।দ্যাখো দ্যাখো জালিম পালায় খিড়কি দিয়েদ্যাখো, দ্যাখো।মায়ের কেচ্ছায় ঘুমিয়ে পড়ে বালকতুলোর ভেতর অশ্বখুরের শব্দে স্বপ্ন তারনিশেন ওড়ায়।কোথায় সে বালক?আজ আবার হৃদয়ে কেবল যুদ্ধের দামামামনে হয় রক্তেই ফয়সালা।বারুদই বিচারক। আরস্বপ্নের ভেতর জেহাদ জেহাদ বলে জেগে ওঠা।কবিতা : বখতিয়ারের ঘোড়ালেখক : বিশ্বাসী কবি আল মাহমুদ",100064727409076,,https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/453001927_913907330776839_8314749419709358036_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EufjGMtqkCUQ7kNvgE426tC&_nc_ht=scontent-atl3-1.xx&_nc_gid=AjQWpk6nj2Ne65aKyrVl46o&oh=00_AYA3vxw1vO01SqsjzqleKUuDupHjpkDg8LGWPy4nYBBV0Q&oe=66E08AEB,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MTM5MDczNjA3NzY4MzY6OTEzOTA3MzYwNzc2ODM2,Bangladesh Islami Chhatrashibir,,Thu Jul 25 2024 at 11:58,913907360776836,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid08QckzXQavHPSRc6MzvjNqSuAG4qVpBG7E9uNsEShnKrfsrvtkpgE2SbHMTuy4keNl,76,https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/453001927_913907330776839_8314749419709358036_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=EufjGMtqkCUQ7kNvgE426tC&_nc_ht=scontent-atl3-1.xx&_nc_gid=AjQWpk6nj2Ne65aKyrVl46o&oh=00_AYA3vxw1vO01SqsjzqleKUuDupHjpkDg8LGWPy4nYBBV0Q&oe=66E08AEB,1721908687,https://www.facebook.com/100064727409076/posts/913907360776836,13,1.0,61,2.0,1383,589,11.0,1.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgF7I0HN&_nc_ht=scontent-atl3-1.xx&_nc_gid=AjQWpk6nj2Ne65aKyrVl46o&oh=00_AYBbByH2Kd9rWgdApQovF5ToPAJhkSsHZ4z445ZAeodQRg&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
"ছাত্রশিবিরকে জড়িয়ে “সময় টিভি”র মিথ্যা প্রোপাগান্ডা ছড়ানোর তীব্র নিন্দা ও প্রতিবাদচলমান কোটা সংস্কার আন্দোলনকে কেন্দ্র করে ঢাকার কেরানীগঞ্জ থেকে নিরীহ শিক্ষার্থীদের গ্রেপ্তার ও মোবাইল জব্দ করে মিথ্যা গল্প সাজিয়ে সোমবার (২৩ জুলাই) “ঢাকাকে বিচ্ছিন্ন করার পরিকল্পনা ছিল শিবিরের” শিরোনামে সময় টিভি যে সংবাদ প্রচার করেছে, তা সর্বৈব মিথ্যা, বানোয়াট ও উদ্দেশ্যপ্রণোদিত। এহেন উদ্দেশ্যমূলক সংবাদ প্রচারের তীব্র নিন্দা ও প্রতিবাদ জানিয়েছে বাংলাদেশ ইসলামী ছাত্রশিবির।এক যৌথ বিবৃতিতে কেন্দ্রীয় সভাপতি মঞ্জুরুল ইসলাম ও সেক্রেটারি জেনারেল জাহিদুল ইসলাম বলেন, “দেশের বহুল প্রচারিত সময় টিভির এ ধরনের প্রতিবেদন জাতির জন্য হতাশাজনক। আমরা সময় টিভি-সহ গণমাধ্যমগুলোকে দায়িত্বশীল ভূমিকা পালন করার আহ্বান জানাচ্ছি।”নেতৃবৃন্দ বলেন, “আওয়ামী লীগ তার অপকর্ম ঢাকতে বিভিন্ন গণমাধ্যমকে ঢাল হিসেবে ব্যবহার করেছে। সর্বশেষ তারা ক্ষমতার গদি বাঁচাতে দেশব্যাপী কারফিউ জারি করেছে, ইন্টারনেট ব্লাক আউট করেছে। সেইসাথে সাধারণ শিক্ষার্থীদের চলমান আন্দোলনকে প্রশ্নবিদ্ধ করতেই ছাত্রশিবিরকে পরিকল্পিতভাবে জড়ানোর চেষ্টা করছে সরকার। আর সময় টিভি নগ্নভাবে আওয়ামী এজেন্ডা বাস্তবায়ন করে যাচ্ছে, যা খুবই দুঃখজনক।” নেতৃবৃন্দ আরো বলেন, “ছাত্রশিবির দেশের মেধাবী শিক্ষার্থীদের একটি দায়িত্বশীল সংগঠন। ছাত্রশিবির সব সময় শান্তিপূর্ণ আন্দোলনে বিশ্বাসী। সাধারণ শিক্ষার্থীদের চলমান নিয়মতান্ত্রিক আন্দোলনে ছাত্রশিবির সব সময়ই শিক্ষার্থীদের পাশে ছিল, আছে এবং ভবিষ্যতেও থাকবে।”নেতৃবৃন্দ সময় টিভির কর্তৃপক্ষকে প্রচারিত সংবাদ প্রত্যাহারের দাবি জানান সেইসাথে গণমাধ্যম হিসেবে পেশাদার আচরণ ও বস্তুনিষ্ঠ সংবাদ প্রচারের পরামর্শ দেন।",100064727409076,,https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/452974108_913826947451544_4699864150451923269_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=AMwANTiNsfgQ7kNvgGji3F8&_nc_ht=scontent-atl3-2.xx&_nc_gid=AjQWpk6nj2Ne65aKyrVl46o&oh=00_AYDTsPOe9sNR2CIHDnJXG0WFmwyaBCUOHDgkxwn9f2gz6w&oe=66E0808F,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MTM4MDY3ODQxMjAyMjc6OTEzODA2Nzg0MTIwMjI3,Bangladesh Islami Chhatrashibir,,Thu Jul 25 2024 at 8:53,913806784120227,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid025ouXFcySLbs7WCWaeAoJdrPgbWZ6VmTSJPoTX95XjVi5BxbkDnrxJHd9yfQrQMP1l,103,https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/452974108_913826947451544_4699864150451923269_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=AMwANTiNsfgQ7kNvgGji3F8&_nc_ht=scontent-atl3-2.xx&_nc_gid=AjQWpk6nj2Ne65aKyrVl46o&oh=00_AYDTsPOe9sNR2CIHDnJXG0WFmwyaBCUOHDgkxwn9f2gz6w&oe=66E0808F,1721897595,https://www.facebook.com/100064727409076/posts/913806784120227,46,2.0,36,1.0,1249,391,19.0,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgF7I0HN&_nc_ht=scontent-atl3-1.xx&_nc_gid=AjQWpk6nj2Ne65aKyrVl46o&oh=00_AYBbByH2Kd9rWgdApQovF5ToPAJhkSsHZ4z445ZAeodQRg&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
আমাকে যখন কেউ প্রশ্ন করেকেন বেছে নিলে এই পথকেন ডেকে নিলে বিপদজবাবে তখন বলিমৃদু হেসে যাই চলিবুকে মোর আছে হিম্মত ॥,100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Thu Jul 25 2024 at 8:0,913784230789149,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02MWpwnqaW2a5bn1dzESG8T1DdkzWzgxPBegohedWXnpeJJJBof4G28FUsF6Q3tgyzl,99,,1721894423,https://www.facebook.com/100064727409076/posts/913784230789149,142,,204,9.0,3619,1982,604.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
ঝরোকা-ফররুখ আহমদসকল রুদ্ধ ঝরোকা খুলে দাওখুলে দাও সকল রুদ্ধ দরোজা।আসুক সাত আকাশের মুক্ত আলোআর উচ্ছল আনন্দের মতবাগে এরেমের এক ঝাঁক মৌমাছি .. ..যেন এই সব পাথরের ফুলের মাঝখান থেকেআমি চিনে নিতে পারিরক্তমনির চেয়েও লাল সুনভিতএকটি তাজা রক্ত গোলাপ;আমার ব্যথিত আত্মা আর্তনাদ করে উঠলোদাউদের পুত্র সোলায়মানের মতোকেননা দ্বিধা-দ্বন্দ্বের আকাশ আছে পৃথিবীতেচিরন্তন শুধু সত্যের অন্বেষা।,100064727409076,,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/452697752_913701610797411_4210924018526115201_n.jpg?stp=dst-jpg_p843x403&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=egDg_vDjKzAQ7kNvgHGATZw&_nc_ht=scontent-iad3-2.xx&oh=00_AYAfabJ0HATON8vsQcN2tQf-AHhq--5WPsSUQA6TbxXRSA&oe=66E08F8F,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MTM3MDIwMzc0NjQwMzU6OTEzNzAyMDM3NDY0MDM1,Bangladesh Islami Chhatrashibir,,Thu Jul 25 2024 at 4:57,913702037464035,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02Hxy1CouL3twT4ZKc8FLfpZ1X9d2nxxLYbdEfEqpQu3FyW8bRwtpSB176ntRwdA8ql,24,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/452697752_913701610797411_4210924018526115201_n.jpg?stp=dst-jpg_p843x403&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=egDg_vDjKzAQ7kNvgHGATZw&_nc_ht=scontent-iad3-2.xx&oh=00_AYAfabJ0HATON8vsQcN2tQf-AHhq--5WPsSUQA6TbxXRSA&oe=66E08F8F,1721883455,https://www.facebook.com/100064727409076/posts/913702037464035,18,1.0,30,1.0,1141,434,4.0,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHc5sYR&_nc_ht=scontent-iad3-1.xx&oh=00_AYBog0T6Phw1ezZi_wwfLVgnn426u8zn5K_8f_cn3kRyvg&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
"ছাত্রশিবিরকে জড়িয়ে শেখ হাসিনার ভিত্তিহীন বক্তব্যের তীব্র নিন্দা ও প্রতিবাদদলীয় ক্যাডার ও আইনশৃঙ্খলা বাহিনী কর্তৃক বিরোধী মতকে দমনের আওয়ামী নীতিই দেশের বর্তমান অরাজক পরিস্থিতির জন্য দায়ী এবং এর সাথে ছাত্রশিবিরকে জড়ানো আওয়ামী লীগের রাজনৈতিক দেউলিয়াত্ব ছাড়া আর কিছুই নয়। রবিবার (২২ জুলাই) ব্যবসায়ী নেতাদের সাথে বৈঠককালে শেখ হাসিনা দেশের বর্তমান পরিস্থিতির জন্য ছাত্রশিবিরকে দায়ী করে দেওয়া বক্তব্যের তীব্র নিন্দা ও প্রতিবাদ জানিয়েছে বাংলাদেশ ইসলামী ছাত্রশিবির।এক যৌথ বিবৃতিতে ছাত্রশিবিরের কেন্দ্রীয় সভাপতি মঞ্জুরুল ইসলাম ও সেক্রেটারি জেনারেল জাহিদুল ইসলাম বলেন, “সরকারি চাকরিতে কোটা সংস্কারের যৌক্তিক দাবিতে শিক্ষার্থীদের আন্দোলনকে কেন্দ্র করে শেখ হাসিনার অসংলগ্ন বক্তব্যের জেরে শিক্ষার্থীরা ফুঁসে উঠলে অবৈধ সরকার ছাত্রলীগ সন্ত্রাসীদেরকে আন্দোলন দমনের জন্য লেলিয়ে দেয়। সাধারণ শিক্ষার্থীদের প্রতিরোধে ছাত্রলীগ ব্যর্থ হলে আইনশৃঙ্খলা বাহিনী অযাচিতভাবে নৃশংস হামলা চালিয়ে গত ১৬ জুলাই অন্তত ৬ জন শিক্ষার্থীকে হত্যা করে। কোমলমতি শিক্ষার্থীদের হত্যার প্রতিবাদে ছাত্রসমাজ, অভিভাবকসহ সাধারণ মানুষ রাস্তায় নামতে বাধ্য হয়। এতে ছাত্রলীগ, যুবলীগ, আওয়ামী লীগ ও আইনশৃঙ্খলা রক্ষাকারী সকল বাহিনী মিলে আপামর জনতার ওপর গণহত্যা পরিচালনা করে শত শত মায়ের বুক খালি করে। দল হিসেবে আওয়ামী লীগ কখনোই এই হত্যাকাণ্ডের দায় এড়াতে পারে না। দেশের অচলাবস্থার জন্যে এ অবৈধ আওয়ামী সরকার ও বিরোধী মতকে বন্দুকের নল দিয়ে দমনের আওয়ামী নীতিই এই পরিস্থিতির জন্য সম্পূর্ণ দায়ী। এর সাথে ছাত্রশিবিরের  দূরতম কোনো সম্পৃক্ততাও নেই।”নেতৃবৃন্দ বলেন, “ছাত্র-ছাত্রীদের যৌক্তিক দাবিদাওয়াকে আদালতের দোহাই দিয়ে প্রলম্বিত করার প্রেক্ষিতে আন্দোলন জোরদার হয়। যে দাবি আলাপ-আলোচনার মাধ্যমে সহজে সমাধানযোগ্য, সেটাকে বলপ্রয়োগ করে দমনের মাধ্যমে দেশকে অরাজক পরিস্থিতির দিকে ঠেলে দিয়েছে বর্তমান অবৈধ সরকার। অথচ এর দায়ভার বিরোধী দলের ওপর চাপিয়ে দিয়ে নিজেদের ব্যর্থতা ঢাকার অপপ্রয়াস চালাচ্ছে।আমরা আরও লক্ষ করছি যে, ব্যর্থতার দায় এড়াতে বরাবরই বিরোধী দলের ওপর দোষ চাপিয়ে তাদের দমন-পীড়ন চালানো হয়। এবারও সেই আওয়ামী সংস্কৃতির পুনরাবৃত্তি দেখতে পাচ্ছি। নিজেরা অরাজক পরিস্থিতি তৈরি করে বিরোধী দলের নেতাদের নামে শত শত মামলা করে নির্দোষ হাজার হাজার নেতাকর্মীদের গ্রেপ্তার করা হচ্ছে।”",100064727409076,,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/452999209_913851800782392_7139986437646412708_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=zG40_cbJR_MQ7kNvgE46oSi&_nc_ht=scontent-iad3-1.xx&oh=00_AYA_bknLV40JI9XbdN-SU1YvkPeE2F12aNUWGAk9JW7KnQ&oe=66E07121,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MTM2NzgwMTc0NjY0Mzc6OTEzNjc4MDE3NDY2NDM3,Bangladesh Islami Chhatrashibir,,Thu Jul 25 2024 at 3:57,913678017466437,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02ZmTX8qH6mZCfcBJxzeDWJmRXkD1cEEBssXmtxZJHjbJEAthmX6xPu4RtCGzHqhoMl,188,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/452999209_913851800782392_7139986437646412708_n.jpg?stp=dst-jpg_s720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=zG40_cbJR_MQ7kNvgE46oSi&_nc_ht=scontent-iad3-1.xx&oh=00_AYA_bknLV40JI9XbdN-SU1YvkPeE2F12aNUWGAk9JW7KnQ&oe=66E07121,1721879839,https://www.facebook.com/100064727409076/posts/913678017466437,79,3.0,42,4.0,1883,674,23.0,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHc5sYR&_nc_ht=scontent-iad3-1.xx&oh=00_AYBog0T6Phw1ezZi_wwfLVgnn426u8zn5K_8f_cn3kRyvg&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
শহীদের রক্ত বৃথা যায় নাতবু কেন হায় মন মানে নামমতার বাঁধন ছেড়ে যায় ঐকলিজা চিরে ॥,100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Thu Jul 18 2024 at 12:33,909448294556076,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0eD5ve9bcDspRe8NR57o2X157nS3XFVVbFa7ZyPB3W22MUuAaB5FmNbK8Rv1oYKopl,175,,1721305998,https://www.facebook.com/100064727409076/posts/909448294556076,215,,63,10.0,4071,600,2832.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
"""শিরায় শিরায় আগুন জ্বালাও দীপ্র থেকে দীপ্রতর""গানঃ লড়ো  কথাঃ বিলাল হোসাইন নূরী সুরঃ রাআদ ইজামাপরিবেশনায়: সাইমুম শিল্পীগোষ্ঠী",100064727409076,,,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MDk0MDI5MzEyMjcyNzk6OTA5NDAyOTMxMjI3Mjc5,Bangladesh Islami Chhatrashibir,172416.0,Thu Jul 18 2024 at 11:10,909402931227279,https://www.facebook.com/bangladeshislamichhatrashibir/videos/1175859666872076/,387,,1721301055,https://www.facebook.com/100064727409076/posts/909402931227279,92,,223,2.0,1946,1286,66.0,,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgGkq_c7&_nc_ht=scontent-iad3-2.xx&_nc_gid=AbsEaqFlza_VS25KEOwNZeN&oh=00_AYCSl8VpSNFSByhBm53jUpARjP0v2We9SUCTsXa6C_49qQ&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,https://www.facebook.com/bangladeshislamichhatrashibir/videos/%E0%A6%B6%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A7%9F-%E0%A6%B6%E0%A6%BF%E0%A6%B0%E0%A6%BE%E0%A7%9F-%E0%A6%86%E0%A6%97%E0%A7%81%E0%A6%A8-%E0%A6%9C%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A6%BE%E0%A6%93-%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A7%8D%E0%A6%B0-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%B0%E0%A6%97%E0%A6%BE%E0%A6%A8%E0%A6%83-%E0%A6%B2%E0%A7%9C%E0%A7%8B-%E0%A6%95%E0%A6%A5%E0%A6%BE%E0%A6%83-%E0%A6%AC%E0%A6%BF%E0%A6%B2%E0%A6%BE%E0%A6%B2-%E0%A6%B9%E0%A7%8B%E0%A6%B8%E0%A6%BE%E0%A6%87%E0%A6%A8-%E0%A6%A8%E0%A7%82%E0%A6%B0%E0%A7%80-%E0%A6%B8%E0%A7%81%E0%A6%B0%E0%A6%83-/1175859666872076/,25069.0
যে জীবন শাহাদাতে উদ্দীপ্তসে জীবন বাধা মানেনা...,100064727409076,,,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MDkzMDY4NzEyMzY4ODU6OTA5MzA2ODcxMjM2ODg1,Bangladesh Islami Chhatrashibir,,Thu Jul 18 2024 at 8:33,909306871236885,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid0a3d3G3subkNFz8THnyiS2paWnvkexekqQmbmovqAB8rexAGFDiduT3iWmaq72oaPl,107,,1721291612,https://www.facebook.com/100064727409076/posts/909306871236885,185,1.0,338,6.0,3839,2105,39.0,2.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgGkq_c7&_nc_ht=scontent-iad3-2.xx&_nc_gid=AbsEaqFlza_VS25KEOwNZeN&oh=00_AYCSl8VpSNFSByhBm53jUpARjP0v2We9SUCTsXa6C_49qQ&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
"সময়ের জাগরণী গান  ""জেগেই যখন উঠেছো বন্ধু ""কথাঃ নূরুজ্জামান শাহ্ সুরঃ নিয়ামুল হোসাইনপরিবেশনায়: সাইমুম শিল্পীগোষ্ঠী",100064727409076,,,,,,,89225472750,False,100064727409076,Bangladesh Islami Chhatrashibir,,Thu Jul 18 2024 at 5:27,909216214579284,https://www.facebook.com/bangladeshislamichhatrashibir/videos/535529152130074/,29399,,1721280458,https://www.facebook.com/100064727409076/posts/909216214579284,1497,17.0,3552,115.0,85549,31611,362.0,25.0,,,,,,,,,,,,,,,,,,,,,,,https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/451362075_499712109256874_3113803214351531095_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=7965db&_nc_ohc=nOwjsr88qNcQ7kNvgHBv15O&_nc_ht=scontent-hou1-1.xx&oh=00_AYBcPXgLlm-r2dhw3syB2JwNgdubhQi4DOm2gE3vM_N4Cg&oe=66E09F74,,1316557.0
"আয়, বজ্র কঠোর আওয়াজ তুলি পাহাড় ছাপিয়েহাল জামানার ফেরাউনের প্রাসাদ কাঁপিয়ে!",100064727409076,,,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MDkyMDc2OTQ1ODAxMzY6OTA5MjA3Njk0NTgwMTM2,Bangladesh Islami Chhatrashibir,,Thu Jul 18 2024 at 5:5,909207694580136,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid037eAdFbRzD8ok67VXLwE9SDzY4MfRfMeenhzoDqbgzmxxiNSCBosueMh8c1ekcm2al,233,,1721279116,https://www.facebook.com/100064727409076/posts/909207694580136,262,,237,14.0,5902,3111,9.0,4.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=101&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHRkjem&_nc_ht=scontent-hou1-1.xx&oh=00_AYB_Kie5oh07_f1lstk07RZoQa4M_4IC1k4vWCiipbPF7A&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
এত শহীদ রক্ত ঢালেতবু কেন তোমার বিবেক কথা বলে নাএত চোখের অশ্রু ঝরে তবু কেনতোমার পাষাণ হৃদয় গলে না (হায়) ॥,100064727409076,,,,,,,89225472750,False,UzpfSTEwMDA2NDcyNzQwOTA3Njo5MDg4MTExOTc5NTMxMTk6OTA4ODExMTk3OTUzMTE5,Bangladesh Islami Chhatrashibir,,Wed Jul 17 2024 at 14:57,908811197953119,https://www.facebook.com/bangladeshislamichhatrashibir/posts/pfbid02AFrr1621JkWQL5d8mWqnA3Hhyyd7suEkBFnAVcxY6QLYsdt3gfrx58bn1fEPaaKpl,511,,1721228241,https://www.facebook.com/100064727409076/posts/908811197953119,643,2.0,41,6.0,4374,247,5329.0,1.0,,User,User,User,,89225472750.0,False,100064727409076.0,True,,Bangladesh Islami Chhatrashibir,40.0,1.0,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/343482704_748221556847484_1261024833928795528_n.jpg?stp=cp0_dst-jpg_s40x40&_nc_cat=101&ccb=1-7&_nc_sid=f4b9fd&_nc_ohc=1PxS4TvX4IUQ7kNvgHRkjem&_nc_ht=scontent-hou1-1.xx&oh=00_AYB_Kie5oh07_f1lstk07RZoQa4M_4IC1k4vWCiipbPF7A&oe=66E09CC1,40.0,https://www.facebook.com/bangladeshislamichhatrashibir,,103496781817902.0,False,https://www.facebook.com/bangladeshislamichhatrashibir,,,,,
